total_task	shipper_binned	shipper_id	distance_sum	distance_mean	distance_std	price_sum	price_mean	price_std	pricekm_sum	pricekm_mean	pricekm_std	size_1	size_2	size_3	size_4	size_5	company_down	company_midlow	company_mid	company_midup	company_top
96	(52, 365]	14896	1555.1200000000008	16.199166666666674	2.7187730307957776	189877.81999999995	1977.8939583333329	1012.6211545837285	13316.73347702001	138.71597371895845	126.14633133769709	0.0	7.0	89.0	0.0	0.0	0.0	0.0	0.0	8.0	88.0
143	(52, 365]	14905	1274.0329999999994	8.909321678321675	4.342791470350526	382140.5	2672.311188811189	802.2982191237496	53293.730841891476	372.68343246077956	215.7965090968976	0.0	0.0	141.0	2.0	0.0	0.0	0.0	0.0	0.0	143.0
1601	(1000, 5000]	14921	16313.802779999987	10.189758138663327	4.4046196370757755	4235772.75	2645.704403497814	1114.4366440641804	507943.95953606826	317.26668303314693	212.03626456902663	60.0	7.0	1530.0	4.0	0.0	0.0	3.0	20.0	48.0	1530.0
27	(12, 52]	15025	267.74454000000003	9.916464444444445	7.172750715856898	170805.43999999997	6326.127407407406	3200.0951608345754	21490.901064796453	795.959298696165	359.74425710008853	2.0	3.0	22.0	0.0	0.0	0.0	0.0	4.0	9.0	14.0
3	(0, 12]	15066	36.547	12.182333333333332	6.438872675657854	18216.0	6072.0	2575.6628273126125	1547.746054648393	515.9153515494644	50.669545152590565	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
3	(0, 12]	15213	17.595	5.864999999999999	0.5372773957649811	10915.98	3638.66	719.7254662716887	1893.3454064985262	631.1151354995087	180.44607911060905	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
6	(0, 12]	15348	24.718559842406165	4.119759973734361	2.4769259585481223	20796.0	3466.0	485.5446426437017	192346.7573670397	32057.79289450662	76679.75577198154	2.0	1.0	3.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0
16	(12, 52]	15387	99.72699999999999	6.232937499999999	5.754297471962441	63954.599999999984	3997.162499999999	2603.704006954964	24717.230235775536	1544.826889735971	3279.6707216192985	0.0	2.0	14.0	0.0	0.0	0.0	0.0	14.0	1.0	1.0
1309	(1000, 5000]	15468	18688.283000000025	14.276763177998491	5.556990707815435	3496952.5700000003	2671.4687318563792	1392.9815803656538	300226.0676515631	229.3552846841582	222.1182280696983	1.0	590.0	714.0	4.0	0.0	0.0	3.0	12.0	17.0	1277.0
53	(52, 365]	15588	469.9542399999999	8.86706113207547	4.353194227892919	235958.08	4452.039245283018	2496.5205482137067	29302.23200307981	552.8723019449021	255.90020183968264	1.0	0.0	52.0	0.0	0.0	0.0	1.0	12.0	13.0	27.0
54	(52, 365]	15633	595.5662199999998	11.02900407407407	5.790311552747178	306799.82	5681.478148148149	2892.910225639196	31444.903056772873	582.3130195698681	223.71999505813355	0.0	3.0	51.0	0.0	0.0	1.0	2.0	1.0	16.0	34.0
4	(0, 12]	15645	28.631	7.15775	1.5686164551391566	17205.03	4301.2575	1070.0120491027192	2484.480800569352	621.120200142338	180.89343366691907	1.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
424	(365, 1000]	15647	3778.4922020303666	8.91153821233577	5.25160049024319	1547746.0	3650.3443396226417	2346.430549919251	245105.03802102973	578.0779198609192	572.3872730475825	20.0	7.0	397.0	0.0	0.0	0.0	0.0	2.0	12.0	410.0
5	(0, 12]	15768	27.599999999999998	5.52	5.0031989766548355	24700.0	4940.0	2082.7865949251736	5944.497553445359	1188.8995106890718	506.12534749814165	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0
9	(0, 12]	15777	124.19778	13.799753333333333	7.346445837450922	54372.1	6041.344444444444	4449.939786531137	4162.154030609718	462.4615589566353	208.47404110529627	0.0	2.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0
38	(12, 52]	15834	276.5899999999999	7.278684210526314	2.2190800151860253	117531.0	3092.9210526315787	1647.7980291741503	18872.89701502194	496.65518460584053	390.83358144003455	0.0	7.0	31.0	0.0	0.0	0.0	1.0	0.0	11.0	26.0
9	(0, 12]	15978	73.721	8.191222222222223	3.827280620028331	45327.29	5036.365555555556	1252.6541904403534	12536.532706523956	1392.9480785026617	2421.9606927809555	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	5.0	3.0
42	(12, 52]	16298	437.52000000000015	10.41714285714286	3.7353226821882046	113620.0	2705.2380952380954	670.4070408823106	19495.810433378836	464.1859626994961	1128.0134400067009	17.0	0.0	25.0	0.0	0.0	0.0	0.0	1.0	2.0	39.0
22	(12, 52]	16367	284.57699999999994	12.935318181818179	6.610834608978864	156816.06	7128.0027272727275	3740.4532516008344	14532.287308475294	660.5585140216043	438.51350700296825	0.0	4.0	18.0	0.0	0.0	0.0	0.0	1.0	5.0	16.0
111	(52, 365]	16477	1001.9620729999999	9.026685342342342	4.945866558097563	462119.32	4163.237117117117	2628.1192905824523	62966.84510632679	567.2688748317729	572.330228721455	1.0	4.0	106.0	0.0	0.0	0.0	0.0	3.0	5.0	103.0
16	(12, 52]	16512	124.86749999999998	7.804218749999999	4.5511810883504	77922.65	4870.165625	1930.9372393908222	12030.958541453281	751.9349088408301	326.0216536764131	0.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0
34	(12, 52]	16579	424.89599999999996	12.496941176470587	4.901797134516084	98578.5	2899.3676470588234	1274.5068405062902	11605.178719724205	341.3287858742413	533.3554436592456	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0
2	(0, 12]	16613	30.778	15.389	2.2217295064881326	8056.95	4028.475	1455.8975071240418	542.8685017764633	271.43425088823165	133.79368324088173	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
48	(12, 52]	16648	348.0086000000001	7.250179166666669	3.8238853751269697	154684.97	3222.603541666667	1548.4551122197665	24282.445367872137	505.8842784973362	183.56590499906622	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
51	(12, 52]	16659	474.8	9.309803921568628	6.136782704380556	258257.0	5063.862745098039	1890.656573993361	64591.20629195454	1266.4942410187166	2133.1710759976822	0.0	0.0	49.0	2.0	0.0	0.0	8.0	2.0	6.0	35.0
28	(12, 52]	16772	170.24800000000002	6.080285714285715	2.1474630140762367	84285.72999999998	3010.204642857142	862.7256008354595	14530.54318652428	518.9479709472957	131.7217507841969	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
24	(12, 52]	16773	240.49700000000004	10.020708333333335	7.337424607296052	125462.40000000001	5227.6	2784.0609904098255	18671.022192762175	777.9592580317573	979.2772499471569	3.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	14.0	10.0
29	(12, 52]	16777	291.91597	10.066067931034484	4.1580546677806804	96687.07	3334.0368965517246	2383.071777770843	11829.233339791233	407.90459792383564	362.23697326621874	3.0	1.0	25.0	0.0	0.0	0.0	2.0	1.0	4.0	22.0
149	(52, 365]	16901	1243.8266399999995	8.347829798657715	3.9377119141715706	536517.41	3600.7879865771815	1775.4155521941746	89376.72950960959	599.8438222121449	631.5950071077104	0.0	4.0	142.0	3.0	0.0	0.0	1.0	8.0	21.0	119.0
62	(52, 365]	17019	472.574409	7.622167887096774	6.976336387701051	313700.92000000004	5059.692258064517	2727.843786382023	158047.41070776674	2549.151785609141	8645.431141020015	0.0	2.0	59.0	1.0	0.0	0.0	26.0	7.0	25.0	4.0
603	(365, 1000]	17140	6772.642600000003	11.231579767827533	3.8132285696036883	1665082.1800000002	2761.330315091211	2166.380039682853	183936.4940843686	305.0356452477091	465.6417795692361	20.0	351.0	232.0	0.0	0.0	1.0	4.0	16.0	23.0	559.0
106	(52, 365]	17210	1154.6	10.89245283018868	5.813427775224684	367059.0	3462.8207547169814	2605.191837547148	39857.56707767728	376.0147837516725	258.41571722054795	0.0	1.0	105.0	0.0	0.0	0.0	1.0	3.0	7.0	95.0
1	(0, 12]	17218	10.861	10.861		6930.5	6930.5		638.1088297578491	638.1088297578491		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	(0, 12]	17278	2.418	2.418		4000.0	4000.0		1654.2597187758474	1654.2597187758474		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2	(0, 12]	17299	12.767	6.3835	3.1671312729345455	6040.99	3020.495	30.398520523209523	1081.8617380136716	540.9308690068358	273.1413162450723	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
15	(12, 52]	17458	140.239	9.349266666666667	2.522234849908953	42775.5	2851.7	775.7574132972976	5211.993869437777	347.46625796251845	196.46646948607864	0.0	0.0	15.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0
14	(12, 52]	17472	118.41464	8.458188571428572	7.541326870761851	80267.51	5733.393571428571	3748.823617369561	11862.681937470687	847.334424105049	352.8310285725502	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	3.0	11.0
1736	(1000, 5000]	17493	23704.16917555413	13.654475331540397	7.387434436059218	3776302.0500000017	2175.289199308757	1199.1441329245504	522869.9419734548	301.1923628879348	552.992381594976	1.0	889.0	843.0	3.0	0.0	0.0	0.0	5.0	2.0	1729.0
68	(52, 365]	17556	861.1616999999997	12.664142647058819	5.473619032416733	245597.46	3611.7273529411764	2096.89639498696	24636.829448511762	362.3063154192906	331.96835058013124	0.0	0.0	68.0	0.0	0.0	0.0	0.0	2.0	7.0	59.0
51	(12, 52]	17560	361.06963999999994	7.079796862745097	4.340297086295125	168468.12	3303.296470588235	2043.3585142101947	27991.662006565737	548.8561177757988	282.77762210574264	0.0	0.0	51.0	0.0	0.0	0.0	0.0	2.0	2.0	47.0
48	(12, 52]	17631	601.5944999999999	12.533218749999998	4.6152489892794755	211696.63999999996	4410.346666666665	2212.327398673299	20364.886456490436	424.26846784355075	270.0760923045909	0.0	1.0	47.0	0.0	0.0	0.0	0.0	0.0	22.0	26.0
10	(0, 12]	17658	105.83084000000001	10.583084000000001	5.526985697601663	53320.84	5332.084	1861.9911301805685	5851.143467745211	585.1143467745211	253.4974001150543	0.0	1.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0
4	(0, 12]	17671	33.0	8.25	3.1096623610932426	24046.0	6011.5	2126.1761451018115	2965.281832682124	741.320458170531	101.03005395973786	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
1	(0, 12]	17765	2.074	2.074		3500.0	3500.0		1687.5602700096433	1687.5602700096433		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
87	(52, 365]	17831	745.2000000000002	8.565517241379313	5.601761093230369	436634.0	5018.781609195402	2461.9849924225086	62103.94324430052	713.8384280954083	321.5621670073499	0.0	1.0	86.0	0.0	0.0	0.0	0.0	2.0	11.0	74.0
388	(365, 1000]	17836	4013.94573	10.345220953608248	5.614670728555509	1607038.7799999993	4141.852525773194	2712.4479766932864	197174.2816073525	508.1811381632796	637.3841556920756	0.0	16.0	372.0	0.0	0.0	0.0	4.0	13.0	40.0	331.0
1339	(1000, 5000]	17890	28657.499999999953	21.402165795369644	5.334582980410271	4871898.0	3638.4600448095593	583.6145723571007	257632.06492723463	192.40632182765842	137.63693969850863	3.0	57.0	1267.0	12.0	0.0	0.0	0.0	18.0	1.0	1320.0
22	(12, 52]	17904	250.61	11.391363636363637	1.8654108074414821	78437.0	3565.318181818182	1967.6435843139316	7208.701428262667	327.6682467392121	195.76532152691462	0.0	1.0	21.0	0.0	0.0	0.0	0.0	0.0	2.0	20.0
698	(365, 1000]	17941	12456.100000000015	17.84541547277939	8.915249805553817	2455375.0	3517.7292263610316	851.6888663953081	193706.39963514375	277.5163318555068	210.94513766895568	3.0	37.0	638.0	11.0	9.0	0.0	0.0	23.0	1.0	674.0
3	(0, 12]	18223	16.1	5.366666666666667	2.916047553338822	10998.0	3666.0	763.6537173352854	2815.1086519114688	938.3695506371563	711.4725620034158	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
11	(0, 12]	18258	103.51465999999999	9.410423636363635	5.552892288721749	60515.869999999995	5501.442727272727	2254.6665566069446	8086.20380603682	735.1094369124382	370.4463545610739	0.0	3.0	8.0	0.0	0.0	0.0	0.0	3.0	4.0	4.0
2096	(1000, 5000]	18383	18426.184922624845	8.791118760794296	4.558337340433928	6675867.199999996	3185.0511450381664	1893.1564810858233	1261183.2143339342	601.7095488234419	1123.1807289779008	216.0	423.0	1447.0	7.0	3.0	2.0	27.0	99.0	191.0	1777.0
63	(52, 365]	18485	571.05472	9.064360634920634	5.206598006507449	298703.6499999999	4741.327777777777	2951.8571314193227	39029.44322431076	619.5149718144564	409.51088679238967	1.0	9.0	53.0	0.0	0.0	0.0	0.0	9.0	17.0	37.0
22	(12, 52]	18498	229.32310999999999	10.423777727272727	6.34072637638993	133593.03999999998	6072.410909090908	3324.6920187187966	18313.73898995791	832.4426813617232	964.2590507671542	0.0	3.0	19.0	0.0	0.0	0.0	2.0	3.0	4.0	13.0
1	(0, 12]	18508	13.613	13.613		8306.5	8306.5		610.1887901270843	610.1887901270843		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	(0, 12]	18584	10.3	5.15	2.3334523779156062	6748.0	3374.0	530.3300858899106	1408.1806722689078	704.0903361344539	216.04488994765612	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
56	(52, 365]	18604	600.27677	10.719228035714286	5.01812780303224	197121.33999999997	3520.023928571428	1808.2455729741603	26382.909103252998	471.12337684380356	444.71348904255814	6.0	5.0	45.0	0.0	0.0	0.0	0.0	2.0	21.0	33.0
17	(12, 52]	18761	210.57800000000003	12.38694117647059	4.861406399780163	54770.31	3221.7829411764706	1205.051539228534	6009.283088018084	353.487240471652	304.0795766777628	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
1211	(1000, 5000]	18767	9001.791879236102	7.4333541529612726	4.448743796443696	3552239.139999999	2933.3106028075963	1427.2935344349169	830347.5864988005	685.6710045407106	1146.853580914771	320.0	35.0	855.0	1.0	0.0	1.0	0.0	37.0	19.0	1154.0
118	(52, 365]	18806	1116.0927200000003	9.458412881355935	4.842991274901931	555153.9400000002	4704.694406779662	2941.7825575647807	69849.08143480142	591.9413680915375	378.9660247483088	0.0	10.0	108.0	0.0	0.0	0.0	3.0	17.0	27.0	71.0
11	(0, 12]	18816	137.61681	12.51061909090909	7.742280649654151	75859.34999999999	6896.3045454545445	4864.036999294647	6308.543102386129	573.5039183987391	246.54384521238717	0.0	1.0	10.0	0.0	0.0	0.0	4.0	2.0	2.0	3.0
23	(12, 52]	18941	221.2948	9.621513043478261	6.658292489226863	69301.49	3013.1082608695656	848.5341225776699	9415.290640137278	409.3604626146643	208.40012531460877	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	2.0	21.0
466	(365, 1000]	18989	5374.564409999999	11.533400021459226	4.388117472833131	1282882.0899999999	2752.9658583690984	2091.929601722591	139432.30923579386	299.2109640253087	467.85585716566266	4.0	13.0	447.0	2.0	0.0	0.0	0.0	20.0	18.0	428.0
4	(0, 12]	19087	29.607	7.40175	0.9411101157675443	13365.07	3341.2675	684.5349999999999	1859.4057268792733	464.8514317198183	157.41435044908621	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
38	(12, 52]	19094	410.8077900000001	10.810731315789477	6.828097017583747	232701.77	6123.730789473684	3108.460272757265	28177.104877742393	741.5027599405893	442.03534788419904	0.0	5.0	30.0	3.0	0.0	0.0	2.0	6.0	8.0	22.0
70	(52, 365]	19240	873.6879300000003	12.481256142857147	7.010218606788256	302736.97000000003	4324.813857142857	2228.043108236523	36414.079949138744	520.2011421305535	425.5515915421442	3.0	8.0	58.0	1.0	0.0	0.0	1.0	1.0	25.0	43.0
46	(12, 52]	19448	521.2559999999997	11.331652173913039	6.013895384736146	276155.5199999999	6003.380869565215	2688.388795608772	32743.67016225015	711.8189165706555	518.0130240324514	0.0	4.0	42.0	0.0	0.0	0.0	0.0	8.0	10.0	28.0
4	(0, 12]	19686	32.007999999999996	8.001999999999999	3.125781822200648	13041.74	3260.435	311.1202027619979	1849.2649709321333	462.31624273303333	197.23976292694203	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
2	(0, 12]	19755	11.73	5.865	3.6755410486076743	9232.0	4616.0	1578.262335608374	1748.8684469767563	874.4342234883782	278.90137205976737	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
2	(0, 12]	19764	23.596999999999998	11.798499999999999	7.602105004536572	13856.2	6928.1	4467.35922218037	1174.1699146907872	587.0849573453936	0.36256556823435315	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
122	(52, 365]	19840	964.7011599999995	7.907386557377045	4.134479708595713	496624.43	4070.692049180328	1708.3556317877885	85014.65980658286	696.8414738244496	611.2734685522983	1.0	3.0	118.0	0.0	0.0	0.0	4.0	8.0	6.0	104.0
58	(52, 365]	19879	472.9670000000001	8.154603448275864	3.7458224494020054	200257.1300000001	3452.709137931036	1885.1144303377619	37840.39876081201	652.4206682898622	1099.516985957875	0.0	0.0	53.0	5.0	0.0	0.0	0.0	8.0	3.0	47.0
2	(0, 12]	19927	39.274	19.637	0.45679098064651025	22637.0	11318.5	228.39549032325485	1152.8141713685213	576.4070856842607	1.7773625094493308	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
6	(0, 12]	19965	36.94471	6.157451666666667	4.662104333883645	27087.5	4514.583333333333	2354.9985226463873	5246.567870936848	874.4279784894746	294.2006865614053	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
327	(52, 365]	19993	3816.84159	11.672298440366973	5.94613851420582	1864981.0600000003	5703.305993883793	3043.486891319646	192782.66572912264	589.5494364804974	372.7430393701169	1.0	16.0	310.0	0.0	0.0	1.0	2.0	40.0	37.0	247.0
2	(0, 12]	20029	9.443999999999999	4.7219999999999995	0.06363961030679012	7722.0	3861.0	31.81980515339464	1635.381719494714	817.690859747357	4.281601548570886	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
1	(0, 12]	20077	3.024	3.024		6000.0	6000.0		1984.1269841269839	1984.1269841269839		0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2	(0, 12]	20115	5.139000000000001	2.5695000000000006	0.01626345596729084	8000.0	4000.0	707.1067811865476	3115.2504060011524	1557.6252030005762	285.05123568363103	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
20	(12, 52]	20179	80.38099999999999	4.019049999999999	4.292758302009757	68322.5	3416.125	1691.2461605744727	32328.06908564559	1616.4034542822797	1581.9007749384616	15.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
1	(0, 12]	20211	2.5810000000000004	2.5810000000000004		3500.0	3500.0		1356.063541263076	1356.063541263076		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5	(0, 12]	20337	51.442	10.2884	5.526751876102273	36264.2	7252.839999999999	2082.1699085329224	7398.893147522024	1479.7786295044048	2021.8072301241934	0.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0
8	(0, 12]	20361	78.94800000000001	9.868500000000001	5.684894822497347	60074.0	7509.25	4241.334880839825	6379.70174126846	797.4627176585575	205.0601163315859	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
2	(0, 12]	20407	24.198	12.099	1.015405337783883	15099.0	7549.5	507.70266889194113	1248.8306785075895	624.4153392537947	10.441524058227904	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
1	(0, 12]	20454	8.487	8.487		5743.5	5743.5		676.740897843761	676.740897843761		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2	(0, 12]	20466	22.357	11.1785	0.29062088706767136	14178.5	7089.25	145.31044353383552	1268.4630498202991	634.2315249101496	3.489778131398079	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
4	(0, 12]	20468	39.275	9.81875	6.653090779229355	28735.5	7183.875	3748.289662743974	3473.850126464963	868.4625316162408	328.8748473433927	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
155	(52, 365]	20526	1523.5000000000005	9.829032258064519	4.666333800245787	508044.0	3277.7032258064514	1529.7304922389533	67533.87672214102	435.70243046542595	300.14694338730914	0.0	0.0	155.0	0.0	0.0	0.0	0.0	3.0	4.0	148.0
2	(0, 12]	20554	8.61	4.305	1.6051323932934636	5998.0	2999.0	0.0	1497.3435470402671	748.6717735201336	279.144556474247	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1090	(1000, 5000]	20555	10095.37455920436	9.261811522205834	7.0304105450652346	2225897.94	2042.1082018348623	1109.2279619496026	702390.25048735	644.3947252177524	1224.875943481816	17.0	771.0	298.0	4.0	0.0	0.0	5.0	22.0	7.0	1056.0
1	(0, 12]	20586	8.84	8.84		7920.0	7920.0		895.9276018099547	895.9276018099547		0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
9	(0, 12]	20607	92.47399999999999	10.274888888888889	5.862024745010133	52148.55	5794.283333333334	2572.5689757516707	6193.913266649785	688.2125851833094	279.48422970448473	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0
3	(0, 12]	20639	41.637	13.879	6.366782782536246	20216.5	6738.833333333333	578.8005557472569	1647.299294944573	549.0997649815243	210.56377632441766	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
4	(0, 12]	20681	19.676000000000002	4.9190000000000005	3.9843755679738155	13617.24	3404.31	476.6474424561616	3953.527147764045	988.3817869410112	546.5408571139801	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
1	(0, 12]	20694	7.687	7.687		5343.5	5343.5		695.1346429036032	695.1346429036032		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1	(0, 12]	20811	16.454	16.454		9727.0	9727.0		591.1632429804303	591.1632429804303		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
34	(12, 52]	20828	280.8599999999999	8.260588235294115	3.500173641732883	117852.31	3466.244411764706	1300.4322589634085	18788.23980203424	552.5952882951248	427.00661070647413	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
1154	(1000, 5000]	20881	12424.225000000002	10.766226169844023	4.593776764378637	4709458.649999999	4080.9866984402074	3685.37396930179	558541.7713153949	484.0050011398569	816.5279975944067	3.0	377.0	773.0	1.0	0.0	1.0	4.0	30.0	120.0	999.0
2	(0, 12]	21032	14.6	7.3	0.9899494936611668	13600.0	6800.0	212.13203435596427	1884.280303030303	942.1401515151515	156.82235620633466	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
13	(12, 52]	21048	134.58999999999997	10.353076923076921	5.9906909932764085	93301.5	7177.038461538462	2779.149678570306	10665.632139807778	820.4332415236752	314.3021944660901	0.0	4.0	9.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0
9	(0, 12]	21049	48.123000000000005	5.347	4.959401904463885	38787.0	4309.666666666667	1494.5731832198783	25858.040944924483	2873.1156605471647	5542.091938211856	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0
3	(0, 12]	21156	29.400000000000002	9.8	2.7404379212089447	20700.0	6900.0	1361.06575888162	2156.039364336116	718.6797881120386	86.93831372531237	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
24	(12, 52]	21171	146.882	6.1200833333333335	2.083923096233278	80112.42999999998	3338.0179166666658	853.7143795967442	14461.546683722396	602.5644451550999	249.1849397918909	0.0	1.0	22.0	1.0	0.0	0.0	0.0	1.0	0.0	23.0
2251	(1000, 5000]	21182	28791.805250222675	12.790673145367691	8.387235726540034	5749897.62999998	2554.3747800977258	1212.8828738874568	1197367.5951483303	531.9269636376412	1258.233178675901	43.0	595.0	1595.0	18.0	0.0	0.0	2.0	30.0	28.0	2191.0
206	(52, 365]	21193	2125.5379999999996	10.318145631067958	6.322084901410243	965269.0	4685.771844660194	2663.3899509118146	127807.1706190575	620.4231583449393	478.2411402842535	13.0	13.0	180.0	0.0	0.0	0.0	1.0	7.0	28.0	170.0
4	(0, 12]	21194	46.929	11.73225	0.6110888506046676	18097.0	4524.25	2242.688174936498	1559.4606449442483	389.8651612360621	201.53661059873082	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
4	(0, 12]	21208	37.272	9.318	6.660266110799678	26236.0	6559.0	2778.5222991127257	4189.0517612414005	1047.2629403103501	787.1458789366425	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
1	(0, 12]	21210	13.0	13.0		8500.0	8500.0		653.8461538461537	653.8461538461537		0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
40	(12, 52]	21216	309.15494999999993	7.728873749999998	2.772267962429176	114002.40000000005	2850.0600000000013	427.573214483309	17755.46775535175	443.8866938837938	230.257873212706	0.0	2.0	31.0	7.0	0.0	0.0	0.0	0.0	0.0	40.0
894	(365, 1000]	21248	9480.802124141863	10.604924076221323	5.971178555961918	3542564.5	3962.6001118568233	2781.7916295038326	533156.1287425567	596.3715086605779	807.2472592679022	55.0	216.0	623.0	0.0	0.0	2.0	4.0	34.0	57.0	797.0
1	(0, 12]	21295	0.6	0.6		3500.0	3500.0		5833.333333333334	5833.333333333334		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
7	(0, 12]	21407	46.265	6.609285714285714	2.943258438889667	25926.5	3703.785714285714	947.1898726031148	4526.738984158061	646.6769977368658	260.651480920004	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
8	(0, 12]	21436	71.332	8.9165	8.398875877163563	48133.94	6016.7425	3288.836112260254	9374.563632767728	1171.820454095966	928.7404549277655	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0
925	(365, 1000]	21452	8130.872800424152	8.7901327572153	6.419972136228418	2681896.059999992	2899.3470918918833	1880.3591925968913	692896.0617689652	749.0768235340164	1349.091078192734	89.0	286.0	527.0	23.0	0.0	0.0	0.0	13.0	31.0	881.0
4	(0, 12]	21467	21.7	5.425	2.24258035902098	16798.0	4199.5	836.8195743408492	3389.5983061101033	847.3995765275258	258.0607631364801	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0
3	(0, 12]	21530	55.196	18.398666666666667	16.847090708289468	19482.49	6494.163333333334	5084.470703685226	1247.5885881597746	415.86286271992486	194.29115908276654	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
2	(0, 12]	21625	16.3	8.15	2.7577164466275352	10498.0	5249.0	1909.1883092036783	1450.3944426700734	725.1972213350367	479.6413022733617	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
18	(12, 52]	21650	183.53	10.196111111111112	2.2046575267958324	901689.5	50093.86111111111	11031.94159995734	98547.84783137162	5474.880435076201	3413.58150332781	0.0	5.0	1.0	4.0	8.0	0.0	0.0	18.0	0.0	0.0
8	(0, 12]	21682	56.10000000000001	7.012500000000001	5.288650246383421	43850.0	5481.25	2315.9289250135216	9712.562620854853	1214.0703276068566	1139.8312993358704	0.0	2.0	6.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0
